,series_name,description,country,raw_category_name,director_name,actor_name
882,"Sóng Ngầm Tòa Soạn, Pride And Price","sóng ngầm tòa soạn , pride and price với sự phát triển của internet , các phương tiện truyền thông truyền thống chịu sự ảnh hưởng không nhỏ . tòa soạn tạp chí blossom cũng phải đối mặt với bước chuyển mình bất ngờ với vị trí chủ biên . dù có phó chủ biên trần khai di giỏi chuyên môn , đầy tham vọng nhưng tập đoàn lại cử tiêu hồng tuyết đến làm chủ biên mới . những cải tổ của hồng tuyết đã giúp cho tạp chí blossom mang một diện mạo mới phát triển tốt hơn .",trung quốc,['tâm lý'],ngũ bách,['other' 'tống tổ nhi' 'viên vịnh nghi']
883,"Sân Ga Tình Yêu, The Next Station is Marriage","sân ga tình yêu , the next station is marriage bộ phim sân ga tình yêu có sự tham gia của vu hòa vỹ , lưu đào , thiệu vấn . thảo thảo bị suy sụp nặng sau khi con cô mất tích . sau đó , cô ly hôn chồng và sống một mình . cung kiếm đã ly dị vợ . anh là một đội trưởng an ninh , người quản lý khu vực sinh sống của thảo thảo . cung kiếm đã giúp thảo thảo tìm lại con nhưng đứa trẻ lúc này thay đổi rất nhiều , không còn ngoan như trước nữa . cung kiếm đối xử với con thảo thảo như một người cha . khi thảo thảo và cung kiếm trở nên gần gũi hơn và lên kế hoạch kết hôn , thì vô vàn trở ngại ập đến với hai người . chồng cũ của thảo thảo quay về và đồng nghiệp của cung kiếm lại đem lòng yêu anh . tình cảm giữa hai con người đều bị tổn thương trong tình yêu và hôn nhân .",trung quốc,"['lãng mạn', 'tâm lý', 'gia đình']",lưu tuyết tùng,['lưu đào' 'other']
884,"Nhân Sinh Nếu Như Lần Đầu Gặp Gỡ, Siege in Fog","nhân sinh nếu như lần đầu gặp gỡ , siege in fog phim nhân sinh nếu chỉ như lần đầu gặp gỡ được chuyển thể từ tiểu thuyết mê vụ vi thành của phỉ ngã tư tồn , đạo diễn hà chú bồi , các diễn viên chính : hàn đông quân , tôn di , từ chính hi , phương trung tín , lấy bối cảnh dân quốc , thời kỳ quân phiệt cát cứ . để hoàn thành tâm nguyện của mẫu thân , giúp phụ thân phục chức , tần tang phải kết hôn cùng tam công tử của dịch gia – dịch liên khải , bắt đầu một chuyện tình yêu hận đan xen giữa hai người .",trung quốc,"['tâm lý', 'lãng mạn', 'lịch sử', 'chiến tranh']",hà chú bồi,['other' 'trâu đình uy' 'tôn di' 'từ chính khê']
885,"Chúng Ta Không Biết Yêu, Why Women Love","chúng ta không biết yêu , why women love là "" mẹ đẻ "" của ứng dụng giúp người ta học cách yêu và tìm thấy nửa kia của mình , nhưng nữ ma đầu triệu giang nguyệt lại là fa từ trong trứng nước . cùng lúc đó , cô được giao nhiệm vụ huấn luyện người thừa kế của công ty cố gia tâm , một "" tiểu thịt tươi "" đầy kinh nghiệm trong tình trường . vũ trụ khiến cả hai gặp nhau , học hỏi và cùng nhau phát triển để rồi tạo nên một câu chuyện tình dễ thương .",trung quốc,"['lãng mạn', 'hài hước', 'tình cảm']","cao tông khải , trần nhung huy",['other']
886,"Đại Náo Quảng Xương Long, Time Before Time","đại náo quảng xương long , time before time lục vận quảng và phù dung yêu nhau nhưng không được gia đình họ lục chấp nhận . họ đã bị người anh là lục vận xương hại chết bằng cách cho uống rượu có thuốc độc . 25 năm sau , một lần vô tình , đại quảng đã giải thoát linh hồn của phù dung , vốn đang bị giam giữ trong cây dù giấy . từ đây , sự thật về cái chết năm xưa của đôi tình nhân vận quảng - phù dung cùng mối nhân duyên của đại quảng và phù dung cũng dần dần được hé lộ .",hồng kông,"['tâm lý', 'lãng mạn']",lâm chí hoa,['châu hải my' 'other']
887,"Nghĩa Kỳ Quân Thân Yêu, Sửu Phi Giá Đáo","nghĩa kỳ quân thân yêu , sửu phi giá đáo bộ phim nghĩa kỳ quân thân yêu ( sửu phi giá đáo ) - ugly concubine is here kể về thời đại hi hòa , sinh sống trên lan châu đại địa có nhân tộc , lang tộc , vu tộc . ba tộc tự làm chủ , khắc chế lẫn nhau duy trì mối quan hệ giữa nguy hiểm và hòa bình , thánh nữ vu tộc mễ thất thất ( do hồ ý hoàn đóng ) nhân duyên lưu lạc xuống nhân tộc , rơi vào tranh đấu chốn hậu cung của nghĩa kì vương - lữ ngạo ( do trương tư phàm đóng ) , cuối cùng hai người nắm tay nhau giải quyết hỗn loạn của ba tộc , trả lại cho nhân dân thiên hạ thái bình .",trung quốc,"['cổ trang', 'hành động', 'tâm lý', 'tình cảm']",thẩm kim phi,['hồ ý hoàn' 'lý ca dương' 'other' 'trương tư phàm']
888,"Truyền Thuyết 12 Con Giáp, The Legend of Chinese Zodiac","truyền thuyết 12 con giáp , the legend of chinese zodiac phim truyền thuyết 12 con giáp kể về thời thượng cổ hồng hoang , khi hoàng đế cùng xi vưu đại chiến . xi vưu bị yêu ma quỷ quái mê hoặc , bán đứng linh hồn của chính mình . trong phim hay này , sau khi đánh bại hoàng đế , xi vưu biến nhân gian thành địa ngục . ngày tận thế , dược vương thần nông làm phép cho hổ tinh , cùng ngọc thố theo mệnh lệnh tìm kiếm phân tán khắp nhân gian các loại cầm tinh , đem 12 cầm tinh nguyên thần trở về vị trí cũ , giúp hoàng đế đả bại tà ma , cứu vớt thiên hạ . 12 cầm tinh này sau đó được phong sắc làm thần bảo hộ thời gian , đại diện cho từng năm khác nhau để tiếp tục bảo vệ hạnh phúc cho loài người .",trung quốc,"['cổ trang', 'kỳ ảo', 'phiêu lưu', 'lãng mạn']",trình lực đống,['dương mịch' 'lý mạn' 'other' 'trần hạo dân' 'trịnh vỹ']
889,"Mối Tình Nồng Thắm, Plain Love","mối tình nồng thắm , plain love năm tám tuổi , a thể chứng kiến cha mẹ chết , em trai bị thất lạc , còn bản thân cô thì bị bán vào nhà họ quan . trải qua bao gian khổ cô mới quen biết và nên duyên vợ chồng cùng phương thụ căn . năm gặp hạn thiên tai , khó khăn , hai vợ chồng cố gắng mãi mới ổn định được thì căn lại bị đi đày , để lại cô một mình . thể một lòng chờ đợi , tin tưởng ngày căn trở về bên cô , thế nhưng nửa đời trôi qua , khi căn xuất hiện thì vợ chồng lại hóa xa lạ . plain love - mối tình nồng thắm , phim mối tình nồng thắm , xem phim mối tình nồng thắm , phim hồng kông thối tình nồng thắm . phim mối tình nồng thắm trọn bộ , mối tình nồng thắm tập 1 2 3 4 5 6 7 8 9 10 . mối tình nồng thắm tập cuối , mối tình nồng thắm trương triệu huy",hồng kông,['tâm lý'],huỳnh kiến huân,['châu hải my' 'la gia lương' 'other']
890,"Song Diện Thần Thám, Master, Wait A Moment","song diện thần thám , master , wait a moment từ vô song , đội phó của đội cảnh sát hình sự và vương đại vũ , một tân binh mới đến làm việc , có tính cách hoàn toàn trái ngược . tuy nhiên , họ đã cùng nhau phối hợp một cách ăn ý để phá những vụ án vô cùng nguy hiểm và đưa thủ phạm ra ánh sáng .",trung quốc,"['huyền bí', 'giật gân', 'hài hước', 'tội phạm']","huỳnh nguyên đạt , triệu thiên vũ",['other']
891,"Linh Đan Diệu Dược Không Bằng Nàng, Beyond Prescriptions","linh đan diệu dược không bằng nàng , beyond prescriptions nữ y sư lớn tuổi y hoa lên núi hái thuốc vô tình gặp diệp hướng bị thương hôn mê , tấm lòng người hành y nên nàng mang hắn về y quán cứu chữa . diệp hướng mất trí nhớ , xuất hiện khuynh hướng đa nhân cách , khi thì ngoan ngoãn khi thì ngang ngược . y hoa nhận hắn làm dược đồng , gọi là vân quy . cảm động trước ơn cứu mạng cũng như nhân cách của y hoa , vân quy dần nảy sinh tình cảm với nàng .",trung quốc,"['cổ trang', 'tình cảm', 'hài hước']","ba thần húc , cổ xuyên",['other' 'đinh nhất nhất']
892,"Xin Chào, Hỏa Diễm Lam, The Flaming Heart","xin chào , hỏa diễm lam , the flaming heart phim xin chào , hỏa diễm lam ( the flaming heart ) là câu chuyện xoay quanh nhân vật hoắc ngôn ( do cung tuấn thủ vai ) . sau khi hoắc ngôn tốt nghiệp học viện dân phòng , anh trở thành đội phó của đội cứu hỏa . trong một lần giải cứu người phụ nữ mang thai khỏi xe giao hàng , anh đã tình cờ gặp được yến lam ( do trương tuệ văn thủ vai ) - một bác sĩ làm việc tại khoa cấp cứu của bệnh viện . công việc của cả hai đều mang yếu tố vô cùng khắc nghiệt có thể hy sinh bất cứ lúc nào , nhiều lần làm nhiệm vụ , cả hai suýt phải mất mạng , họ đối mặt với sự thật tàn khốc của tình huống khẩn cấp nhưng cũng vì thế mà tình cảm càng bền chặt hơn , không gì có thể chia cắt . xin , chào , hỏa , diễm , lam , the , flaming , heart , xin chào hỏa diễm lam , phim xin chào hỏa diễm lam , xem phim xin chào hỏa diễm lam tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , xin chào hỏa diễm lam vietsub , tình cảm , the flaming heart , xin chào hỏa diễm lam online , xem the flaming heart , xin chào hỏa diễm lam fpt play , phim the flaming heart , the flaming heart phụ đề , xem phim the flaming heart tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , the flaming heart fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'lãng mạn']",unknow,['cung tuấn' 'other' 'trương tuệ văn' 'vương tử vi']
893,"Phong Bạo Vũ, Dancing In The Storm","phong bạo vũ , dancing in the storm phong bạo vũ ( dancing in the storm ) có nội dung : lý tuấn kiệt là nhân viên của một công ty an ninh thông tin , trong khi thực hiện nhiệm vụ , anh phát hiện nội bộ công ty và một thế lực đen tối có liên hệ với nhau , dưới sự trợ giúp của đội trưởng đội hành động chu tử huyên , hai người cùng hợp sức thâm nhập điều tra , trong qua trình điều tra không ngừng bị các thế lực hãm hại , truy bắt . cuối cùng bí mật cũng dần dần được phơi bày . phong , bạo , vũ , dancing , in , the , storm , phong bạo vũ , phim phong bạo vũ , xem phim phong bạo vũ tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , phong bạo vũ vietsub , tình cảm , tâm lý , hình sự , dancing in the storm , phong bạo vũ online , xem dancing in the storm , phong bạo vũ fpt play , phim dancing in the storm , dancing in the storm phụ đề , xem phim dancing in the storm tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 , dancing in the storm fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'tội phạm']",unknow,['cổ lực na trát' 'nhậm đạt hoa' 'other' 'trần vỹ đình']
894,"Cả Thế Giới Đều Không Bằng Em, She Is The One","cả thế giới đều không bằng em , she is the one xem phim miễn phí : phim cả thế giới đều không bằng em ( she is the one ) kể về một tân nương giả gả thay cho chị gái , một tân lang thật ẩn giấu thân thế , trong trò chơi mèo vờn chuột này họ bị đối phương nắm chặt , không ai thoát được . anh vốn là thành hôn giả nhưng khi tiếp xúc lại bất giác yêu cô , cô có người trong lòng luôn không nhìn rõ chân tình của đại thúc luôn bên cạnh mình . tình yêu và ghen tuông , âm mưu và dương mưu , cuối cùng của cuối cùng họ bên nhau cả đời . cả , thế , giới , đều , không , bằng , em , she , is , the , one , cả thế giới đều không bằng em , phim cả thế giới đều không bằng em , xem phim cả thế giới đều không bằng em tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 , cả thế giới đều không bằng em vietsub , tình cảm , she is the one , cả thế giới đều không bằng em online , xem she is the one , cả thế giới đều không bằng em fpt play , phim she is the one , she is the one phụ đề , xem phim she is the one tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 , she is the one fptplay , fpt",trung quốc,"['tâm lý', 'tình cảm', 'lãng mạn']",trần thế dịch,['bùi tử thiêm' 'other']
895,"Nhân Duyên Đại Nhân Xin Dừng Bước, Ms. Cupid In Love","nhân duyên đại nhân xin dừng bước , ms . cupid in love viêm quảng thần bá diễn cai quản sự sống chết của chúng sinh , cao ngạo lạnh lùng vô tình , nam thần trong số chúng thần . vì vô tình làm loạn nhân duyên trong nhân gian nên bị đày hạ phàm lịch kiếp , đụng trúng bà chủ tiệm dưới nhân gian thượng quan nhã , rồi lại thành vị hôn phu sở diệp của cô . y vốn đã quen với sống chết cũng lạnh nhạt với chuyện tình cảm nhi nữ dần bị thượng quan nhã thu hút . nhân , duyên , đại , nhân , xin , dừng , bước , ms , cupid , in , love , nhân duyên đại nhân xin dừng bước , phim nhân duyên đại nhân xin dừng bước , xem phim nhân duyên đại nhân xin dừng bước tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , nhân duyên đại nhân xin dừng bước vietsub , tình cảm , lãng mạn , cổ trang , hài hước , kỳ ảo , ms cupid in love , nhân duyên đại nhân xin dừng bước online , xem ms cupid in love , nhân duyên đại nhân xin dừng bước fpt play , phim ms cupid in love , ms cupid in love phụ đề , xem phim ms cupid in love tập 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 , ms cupid in love fptplay , fpt",trung quốc,"['tình cảm', 'lãng mạn', 'cổ trang', 'hài hước', 'kỳ ảo']",trừng phong,['other' 'điền hi vi']
